name,geog,lung_cancer_rate_per100k
"Mendocino County, California",06045,43.4
"Sheridan County, Wyoming",56033,43.3
"Brazos County, Texas",48041,43.3
"Dallam County, Texas",48111,43.3
"Atascosa County, Texas",48013,43.3
"Carbon County, Wyoming",56007,43.2
"Malheur County, Oregon",41045,43.2
"Cherry County, Nebraska",31031,43.2
"Fairbanks North Star, Alaska",02090,43.2
"Yavapai County, Arizona",04025,43.2
"Honolulu County, Hawaii",15003,43.2
"Walworth County, South Dakota",46129,43.1
"King County, Washington",53033,43.1
"McCook County, South Dakota",46087,43
"Jerome County, Idaho",16053,43
"Ward County, Texas",48475,43
"Polk County, North Carolina",37149,42.9
"Denton County, Texas",48121,42.9
"Essex County, New Jersey",34013,42.9
"Rio Grande County, Colorado",08105,42.9
"Bronx County, New York",36005,42.9
"New York County, New York",36061,42.8
"San Joaquin County, California",06077,42.8
District of Columbia,11001,42.8
"Baker County, Oregon",41001,42.8
"Wheeler County, Georgia",13309,42.8
"Kittitas County, Washington",53037,42.8
"Brookings County, South Dakota",46011,42.7
"Watauga County, North Carolina",37189,42.7
"Oconee County, Georgia",13219,42.7
"Harris County, Texas",48201,42.7
"Kings County, New York",36047,42.7
"Kern County, California",06029,42.7
"Kearney County, Nebraska",31099,42.6
"Audubon County, Iowa",19009,42.6
"Daviess County, Missouri",29061,42.5
"Weld County, Colorado",08123,42.5
"Wilcox County, Georgia",13315,42.5
"Comal County, Texas",48091,42.5
"Mariposa County, California",06043,42.4
"Colorado County, Texas",48089,42.4
"Story County, Iowa",19169,42.4
"Roosevelt County, New Mexico",35041,42.3
"Bremer County, Iowa",19017,42.3
"Graham County, Arizona",04009,42.3
"Boone County, Nebraska",31011,42.2
"Valencia County, New Mexico",35061,42.2
"Dawson County, Texas",48115,42.2
"Rio Blanco County, Colorado",08103,42.2
"DeKalb County, Georgia",13089,42.2
"Yolo County, California",06113,42.1
"Midland County, Texas",48329,42.1
"Johnson County, Iowa",19103,42.1
"Scurry County, Texas",48415,42.1
"Fayette County, Texas",48149,42.1
"Hutchinson County, South Dakota",46067,42
"Las Animas County, Colorado",08071,42
"Medina County, Texas",48325,42
"Queens County, New York",36081,42
"Choctaw County, Alabama",01023,41.9
"Somervell County, Texas",48425,41.9
"Williamson County, Texas",48491,41.8
"Nueces County, Texas",48355,41.8
"Centre County, Pennsylvania",42027,41.8
"Broward County, Florida",12011,41.7
"Washington County, Oregon",41067,41.7
"Blanco County, Texas",48031,41.7
"Oktibbeha County, Mississippi",28105,41.6
"Merced County, California",06047,41.6
"Beadle County, South Dakota",46005,41.5
"Maricopa County, Arizona",04013,41.5
"Washington County, Alabama",01129,41.5
"Carson County, Texas",48065,41.5
"Roberts County, South Dakota",46109,41.5
"Uvalde County, Texas",48463,41.4
"Miami-Dade County, Florida",12086,41.4
"Park County, Montana",30067,41.4
"Grant County, South Dakota",46051,41
"Pima County, Arizona",04019,40.9
"Missoula County, Montana",30063,40.9
"Blaine County, Montana",30005,40.8
"Eddy County, New Mexico",35015,40.8
"Bingham County, Idaho",16011,40.6
"Grant County, West Virginia",54023,40.6
"Hawaii County, Hawaii",15001,40.5
"Washburn County, Wisconsin",55129,40.4
"Franklin County, Washington",53021,40.4
"Teller County, Colorado",08119,40.3
"Ferry County, Washington",53019,40.3
"Big Horn County, Wyoming",56003,40.3
"Elbert County, Colorado",08039,40.3
"Ravalli County, Montana",30081,40.3
"Otero County, Colorado",08089,40.2
"Clinton County, Michigan",26037,40.1
"Arapahoe County, Colorado",08005,40.1
"Plumas County, California",06063,40.1
"Prince of Wales-Hyder Census Area, Alaska",02198,40.1
"San Francisco County, California",06075,40.1
"Pinal County, Arizona",04021,40
"Lassen County, California",06035,40
"Montrose County, Colorado",08085,40
"Grand County, Utah",49019,39.9
"Holmes County, Ohio",39075,39.8
"El Paso County, Colorado",08041,39.8
"Ottawa County, Michigan",26139,39.7
"Skamania County, Washington",53059,39.7
"Mills County, Texas",48333,39.7
"Wharton County, Texas",48481,39.7
"Broomfield County, Colorado",08014,39.7
"Washington County, Texas",48477,39.6
"Somerset County, New Jersey",34035,39.6
"San Diego County, California",06073,39.5
"Deschutes County, Oregon",41017,39.5
"Refugio County, Texas",48391,39.5
"Winneshiek County, Iowa",19191,39.4
"Fresno County, California",06019,39.3
"Dunn County, Wisconsin",55033,39.3
"Jefferson County, Colorado",08059,39.3
"Hudson County, New Jersey",34017,39.2
"Prince Georges County, Maryland",24033,39.2
"Dooly County, Georgia",13093,39.2
"Collin County, Texas",48085,39.1
"San Luis Obispo County, California",06079,39.1
"Benton County, Washington",53005,39
"Walla Walla County, Washington",53071,39
"Asotin County, Washington",53003,39
"Fremont County, Wyoming",56013,38.9
"Adams County, Washington",53001,38.8
"Placer County, California",06061,38.8
"Madera County, California",06039,38.7
"Hunterdon County, New Jersey",34019,38.6
"Teton County, Montana",30099,38.6
"Lamb County, Texas",48279,38.6
"Pecos County, Texas",48371,38.6
"Hood River County, Oregon",41027,38.6
"Sweetwater County, Wyoming",56037,38.5
"Bannock County, Idaho",16005,38.5
"San Bernardino County, California",06071,38.5
"Delta County, Colorado",08029,38.3
"Juab County, Utah",49023,38
"Bexar County, Texas",48029,38
"Union County, New Jersey",34039,37.9
"Parmer County, Texas",48369,37.8
"Union County, Oregon",41061,37.8
"Gillespie County, Texas",48171,37.8
"Washakie County, Wyoming",56043,37.8
"Fayette County, Georgia",13113,37.7
"Williamson County, Tennessee",47187,37.7
"Stillwater County, Montana",30095,37.6
"Yuma County, Arizona",04027,37.6
"Duval County, Texas",48131,37.6
"Denver County, Colorado",08031,37.6
"Modoc County, California",06049,37.6
"Travis County, Texas",48453,37.5
"Fergus County, Montana",30027,37.4
"Contra Costa County, California",06013,37.4
"Texas County, Oklahoma",40139,37.4
"Knox County, Nebraska",31107,37.4
"Beaufort County, South Carolina",45013,37.4
"Gila County, Arizona",04007,37.4
"Riverside County, California",06065,37.4
"Buena Vista County, Iowa",19021,37.3
"Morgan County, Colorado",08087,37.3
"Maui County, Hawaii",15009,37.2
"Garrett County, Maryland",24023,37.2
"Garfield County, Colorado",08045,37.2
"Grant County, Oregon",41023,37.2
"Boise County, Idaho",16015,37.1
"Kings County, California",06031,37.1
"Custer County, Nebraska",31041,37
"Alameda County, California",06001,37
"Sonoma County, California",06097,37
"Carbon County, Utah",49007,36.9
"Beaverhead County, Montana",30001,36.9
"Napa County, California",06055,36.9
"Lemhi County, Idaho",16059,36.8
"Wilson County, Texas",48493,36.6
"Clay County, Nebraska",31035,36.6
"Hays County, Texas",48209,36.5
"Orange County, California",06059,36.5
"Fremont County, Idaho",16043,36.4
"Andrews County, Texas",48003,36.4
"Gaines County, Texas",48165,36.4
"Caribou County, Idaho",16029,36.3
"Kauai County, Hawaii",15007,36.3
"El Dorado County, California",06017,36.2
"Pierce County, Nebraska",31139,36.2
"Hockley County, Texas",48219,36.1
"Moore County, Texas",48341,36
"Ventura County, California",06111,35.6
"Pepin County, Wisconsin",55091,35.6
"Owyhee County, Idaho",16073,35.6
"Jefferson County, Idaho",16051,35.4
"San Mateo County, California",06081,35.2
"Frio County, Texas",48163,35.2
"Santa Barbara County, California",06083,35.2
"Goshen County, Wyoming",56015,35
"Pendleton County, West Virginia",54071,34.9
"Dawes County, Nebraska",31045,34.9
"Tooele County, Utah",49045,34.9
"Collier County, Florida",12021,34.8
"San Saba County, Texas",48411,34.7
"Santa Cruz County, California",06087,34.7
"Deaf Smith County, Texas",48117,34.6
"Larimer County, Colorado",08069,34.5
"Bon Homme County, South Dakota",46009,34.5
"Nevada County, California",06057,34.5
"Moffat County, Colorado",08081,34.4
"Bonneville County, Idaho",16019,34.4
"Val Verde County, Texas",48465,34.3
"Leelanau County, Michigan",26089,34.3
"Converse County, Wyoming",56009,34.2
"Grant County, New Mexico",35017,33.8
"Bernalillo County, New Mexico",35001,33.7
"Santa Clara County, California",06085,33.7
"Howard County, Maryland",24027,33.5
"Fort Bend County, Texas",48157,33.4
"Los Angeles County, California",06037,33.3
"Lincoln County, New Mexico",35027,33.3
"Montezuma County, Colorado",08083,33.2
"Mitchell County, Iowa",19131,33.2
"Lincoln County, Washington",53043,33.2
"Tulare County, California",06107,32.9
"Minidoka County, Idaho",16067,32.8
"San Juan County, Washington",53055,32.7
"Douglas County, Colorado",08035,32.7
"Park County, Wyoming",56029,32.6
"Platte County, Wyoming",56031,32.6
"Holt County, Nebraska",31089,32.5
"Marin County, California",06041,32.5
"Clear Creek County, Colorado",08019,32.4
"Imperial County, California",06025,32.2
"Starr County, Texas",48427,32.1
"Custer County, South Dakota",46033,32
"Jim Wells County, Texas",48249,32
"Socorro County, New Mexico",35053,31.9
"Reeves County, Texas",48389,31.9
"Sandoval County, New Mexico",35043,31.7
"Gallatin County, Montana",30031,31.6
"Lincoln County, Wyoming",56023,31.6
"Dona Ana County, New Mexico",35013,31.6
"Monterey County, California",06053,31.5
"Alamosa County, Colorado",08003,31.4
"Colfax County, Nebraska",31037,31.3
"Boulder County, Colorado",08013,31.2
"Perry County, Alabama",01105,31.1
"Harney County, Oregon",41025,31
"San Juan County, New Mexico",35045,31
"Cheyenne County, Nebraska",31033,31
"McKenzie County, North Dakota",38053,30.9
"Madison County, Montana",30057,30.7
"Inyo County, California",06027,30.5
"Whitman County, Washington",53075,30.1
"Sioux County, Iowa",19167,30
"Huerfano County, Colorado",08055,29.9
"Valley County, Idaho",16085,29.9
"Carbon County, Montana",30009,29.5
"Navajo County, Arizona",04017,29.3
"Wallowa County, Oregon",41063,29.2
"Cassia County, Idaho",16031,29.2
"Montgomery County, Maryland",24031,29.2
"Maverick County, Texas",48323,28.9
"Emery County, Utah",49015,28.6
"San Benito County, California",06069,28.6
"Uinta County, Wyoming",56041,28.4
"San Miguel County, New Mexico",35047,28.4
"Cibola County, New Mexico",35006,28.4
"Iron County, Utah",49021,28.4
"Albany County, Wyoming",56001,28.2
"El Paso County, Texas",48141,28
"Brewster County, Texas",48043,27.8
"Blaine County, Idaho",16013,27.7
"Benton County, Oregon",41003,27.7
"Uintah County, Utah",49047,27.7
"Weber County, Utah",49057,27.6
"Willacy County, Texas",48489,27.6
"Sanpete County, Utah",49039,27.5
"Salt Lake County, Utah",49035,27.5
"Sevier County, Utah",49041,27.4
"Park County, Colorado",08093,27.2
"Santa Cruz County, Arizona",04023,26.7
"Cameron County, Texas",48061,26.4
"Santa Fe County, New Mexico",35049,26.4
"La Plata County, Colorado",08067,26.4
"Chaffee County, Colorado",08015,26.3
"Coconino County, Arizona",04005,26.2
"Summit County, Utah",49043,25.9
"Webb County, Texas",48479,25.6
"Zapata County, Texas",48505,25.4
"Hidalgo County, Texas",48215,25.2
"Rio Arriba County, New Mexico",35039,25.2
"Kane County, Utah",49025,25.1
"Yuma County, Colorado",08125,24.4
"Los Alamos County, New Mexico",35028,24.3
"Archuleta County, Colorado",08007,24.1
"Washington County, Utah",49053,23.8
"Gunnison County, Colorado",08051,23.7
"San Juan County, Utah",49037,22.7
"Pitkin County, Colorado",08097,22.4
"Davis County, Utah",49011,22.3
"Box Elder County, Utah",49003,22.2
"Millard County, Utah",49027,21.6
"Taos County, New Mexico",35055,20.9
"Routt County, Colorado",08107,20.4
"Grand County, Colorado",08049,20.3
"Wasatch County, Utah",49051,19.7
"Teton County, Wyoming",56039,19
"Eagle County, Colorado",08037,18.7
"Colfax County, New Mexico",35007,17.3
"Utah County, Utah",49049,16.7
Puerto Rico,72001,15.1
"McKinley County, New Mexico",35031,15.1
"Summit County, Colorado",08117,14.7
"Cache County, Utah",49005,14.2
"Apache County, Arizona",04001,13.9
"Accomack County, Virginia",51001,NA
"Adams County, Indiana",18001,NA
"Adams County, North Dakota",38001,NA
"Aitkin County, Minnesota",27001,NA
"Albemarle County, Virginia",51003,NA
"Aleutians East Borough, Alaska",02013,NA
"Aleutians West Census Area, Alaska",02016,NA
"Alexandria City, Virginia",51510,NA
"Alleghany County and Clifton Forge City, Virginia",51005,NA
"Allen County, Indiana",18003,NA
"Allen County, Kansas",20001,NA
"Alpine County, California",06003,NA
"Amelia County, Virginia",51007,NA
"Amherst County, Virginia",51009,NA
"Anderson County, Kansas",20003,NA
"Anoka County, Minnesota",27003,NA
"Appomattox County, Virginia",51011,NA
"Arlington County, Virginia",51013,NA
"Armstrong County, Texas",48011,NA
"Arthur County, Nebraska",31005,NA
"Atchison County, Kansas",20005,NA
"Augusta County, Virginia",51015,NA
"Aurora County, South Dakota",46003,NA
"Bailey County, Texas",48017,NA
"Banner County, Nebraska",31007,NA
"Barber County, Kansas",20007,NA
"Bartholomew County, Indiana",18005,NA
"Barton County, Kansas",20009,NA
"Bath County, Virginia",51017,NA
"Bear Lake County, Idaho",16007,NA
"Beaver County, Oklahoma",40007,NA
"Beaver County, Utah",49001,NA
"Becker County, Minnesota",27005,NA
"Bedford City and County, Virginia",51917,NA
"Beltrami County, Minnesota",27007,NA
"Bennett County, South Dakota",46007,NA
"Benton County, Indiana",18007,NA
"Benton County, Minnesota",27009,NA
"Big Stone County, Minnesota",27011,NA
"Billings County, North Dakota",38007,NA
"Blackford County, Indiana",18009,NA
"Blaine County, Nebraska",31009,NA
"Bland County, Virginia",51021,NA
"Blue Earth County, Minnesota",27013,NA
"Boone County, Indiana",18011,NA
"Borden County, Texas",48033,NA
"Botetourt County, Virginia",51023,NA
"Bourbon County, Kansas",20011,NA
"Bowman County, North Dakota",38011,NA
"Boyd County, Nebraska",31015,NA
"Briscoe County, Texas",48045,NA
"Bristol Bay Borough, Alaska",02060,NA
"Bristol City, Virginia",51520,NA
"Brooks County, Texas",48047,NA
"Brown County, Indiana",18013,NA
"Brown County, Kansas",20013,NA
"Brown County, Minnesota",27015,NA
"Brown County, Nebraska",31017,NA
"Brunswick County, Virginia",51025,NA
"Buchanan County, Virginia",51027,NA
"Buckingham County, Virginia",51029,NA
"Buena Vista City, Virginia",51530,NA
"Buffalo County, South Dakota",46017,NA
"Burke County, North Dakota",38013,NA
"Butler County, Kansas",20015,NA
"Butte County, Idaho",16023,NA
"Camas County, Idaho",16025,NA
"Campbell County, South Dakota",46021,NA
"Campbell County, Virginia",51031,NA
"Carlton County, Minnesota",27017,NA
"Caroline County, Virginia",51033,NA
"Carroll County, Indiana",18015,NA
"Carroll County, Virginia",51035,NA
"Carson City, Nevada",32510,NA
"Carter County, Montana",30011,NA
"Carver County, Minnesota",27019,NA
"Cass County, Indiana",18017,NA
"Cass County, Minnesota",27021,NA
"Castro County, Texas",48069,NA
"Catron County, New Mexico",35003,NA
"Cavalier County, North Dakota",38019,NA
"Charles City County, Virginia",51036,NA
"Charlotte County, Virginia",51037,NA
"Charlottesville City, Virginia",51540,NA
"Chase County, Kansas",20017,NA
"Chase County, Nebraska",31029,NA
"Chautauqua County, Kansas",20019,NA
"Cherokee County, Kansas",20021,NA
"Chesapeake City, Virginia",51550,NA
"Chesterfield County, Virginia",51041,NA
"Cheyenne County, Colorado",08017,NA
"Cheyenne County, Kansas",20023,NA
"Chippewa County, Minnesota",27023,NA
"Chisago County, Minnesota",27025,NA
"Churchill County, Nevada",32001,NA
"Cimarron County, Oklahoma",40025,NA
"Clark County, Idaho",16033,NA
"Clark County, Indiana",18019,NA
"Clark County, Kansas",20025,NA
"Clark County, Nevada",32003,NA
"Clarke County, Virginia",51043,NA
"Clay County, Indiana",18021,NA
"Clay County, Kansas",20027,NA
"Clay County, Minnesota",27027,NA
"Clearwater County, Minnesota",27029,NA
"Clinton County, Indiana",18023,NA
"Cloud County, Kansas",20029,NA
"Cochran County, Texas",48079,NA
"Coffey County, Kansas",20031,NA
"Collingsworth County, Texas",48087,NA
"Colonial Heights City, Virginia",51570,NA
"Comanche County, Kansas",20033,NA
"Concho County, Texas",48095,NA
"Conejos County, Colorado",08021,NA
"Cook County, Minnesota",27031,NA
"Corson County, South Dakota",46031,NA
"Costilla County, Colorado",08023,NA
"Cottle County, Texas",48101,NA
"Cottonwood County, Minnesota",27033,NA
"Covington City, Virginia",51580,NA
"Cowley County, Kansas",20035,NA
"Craig County, Virginia",51045,NA
"Crane County, Texas",48103,NA
"Crawford County, Indiana",18025,NA
"Crawford County, Kansas",20037,NA
"Crockett County, Texas",48105,NA
"Crow Wing County, Minnesota",27035,NA
"Crowley County, Colorado",08025,NA
"Culberson County, Texas",48109,NA
"Culpeper County, Virginia",51047,NA
"Cumberland County, Virginia",51049,NA
"Custer County, Colorado",08027,NA
"Daggett County, Utah",49009,NA
"Dakota County, Minnesota",27037,NA
"Daniels County, Montana",30019,NA
"Danville City, Virginia",51590,NA
"Daviess County, Indiana",18027,NA
"DeBaca County, New Mexico",35011,NA
"DeKalb County, Indiana",18033,NA
"Dearborn County, Indiana",18029,NA
"Decatur County, Indiana",18031,NA
"Decatur County, Kansas",20039,NA
"Delaware County, Indiana",18035,NA
"Denali, Alaska",02068,NA
"Deuel County, Nebraska",31049,NA
"Deuel County, South Dakota",46039,NA
"Dickens County, Texas",48125,NA
"Dickenson County, Virginia",51051,NA
"Dickey County, North Dakota",38021,NA
"Dickinson County, Kansas",20041,NA
"Dillingham Census Area, Alaska",02070,NA
"Dimmit County, Texas",48127,NA
"Dinwiddie County, Virginia",51053,NA
"Divide County, North Dakota",38023,NA
"Dodge County, Minnesota",27039,NA
"Dolores County, Colorado",08033,NA
"Doniphan County, Kansas",20043,NA
"Douglas County, Kansas",20045,NA
"Douglas County, Minnesota",27041,NA
"Douglas County, Nevada",32005,NA
"Douglas County, South Dakota",46043,NA
"Dubois County, Indiana",18037,NA
"Dundy County, Nebraska",31057,NA
"Dunn County, North Dakota",38025,NA
"Echols County, Georgia",13101,NA
"Eddy County, North Dakota",38027,NA
"Edwards County, Kansas",20047,NA
"Edwards County, Texas",48137,NA
"Elk County, Kansas",20049,NA
"Elkhart County, Indiana",18039,NA
"Elko County, Nevada",32007,NA
"Ellis County, Kansas",20051,NA
"Ellsworth County, Kansas",20053,NA
"Emporia City, Virginia",51595,NA
"Esmeralda County, Nevada",32009,NA
"Essex County, Virginia",51057,NA
"Eureka County, Nevada",32011,NA
"Fairfax City, Virginia",51600,NA
"Fairfax County, Virginia",51059,NA
"Fallon County, Montana",30025,NA
"Falls Church City, Virginia",51610,NA
"Faribault County, Minnesota",27043,NA
"Faulk County, South Dakota",46049,NA
"Fauquier County, Virginia",51061,NA
"Fayette County, Indiana",18041,NA
"Fillmore County, Minnesota",27045,NA
"Finney County, Kansas",20055,NA
"Fisher County, Texas",48151,NA
"Floyd County, Indiana",18043,NA
"Floyd County, Virginia",51063,NA
"Fluvanna County, Virginia",51065,NA
"Foard County, Texas",48155,NA
"Ford County, Kansas",20057,NA
"Foster County, North Dakota",38031,NA
"Fountain County, Indiana",18045,NA
"Franklin City, Virginia",51620,NA
"Franklin County, Idaho",16041,NA
"Franklin County, Indiana",18047,NA
"Franklin County, Kansas",20059,NA
"Franklin County, Virginia",51067,NA
"Frederick County, Virginia",51069,NA
"Fredericksburg City, Virginia",51630,NA
"Freeborn County, Minnesota",27047,NA
"Frontier County, Nebraska",31063,NA
"Fulton County, Indiana",18049,NA
"Galax City, Virginia",51640,NA
"Garden County, Nebraska",31069,NA
"Garfield County, Montana",30033,NA
"Garfield County, Nebraska",31071,NA
"Garfield County, Utah",49017,NA
"Garfield County, Washington",53023,NA
"Garza County, Texas",48169,NA
"Geary County, Kansas",20061,NA
"Gibson County, Indiana",18051,NA
"Giles County, Virginia",51071,NA
"Gilliam County, Oregon",41021,NA
"Gilpin County, Colorado",08047,NA
"Glasscock County, Texas",48173,NA
"Gloucester County, Virginia",51073,NA
"Golden Valley County, Montana",30037,NA
"Golden Valley County, North Dakota",38033,NA
"Goochland County, Virginia",51075,NA
"Goodhue County, Minnesota",27049,NA
"Gosper County, Nebraska",31073,NA
"Gove County, Kansas",20063,NA
"Graham County, Kansas",20065,NA
"Granite County, Montana",30039,NA
"Grant County, Indiana",18053,NA
"Grant County, Kansas",20067,NA
"Grant County, Minnesota",27051,NA
"Grant County, Nebraska",31075,NA
"Grant County, North Dakota",38037,NA
"Gray County, Kansas",20069,NA
"Grayson County, Virginia",51077,NA
"Greeley County, Kansas",20071,NA
"Greeley County, Nebraska",31077,NA
"Greene County, Indiana",18055,NA
"Greene County, Virginia",51079,NA
"Greensville County, Virginia",51081,NA
"Greenwood County, Kansas",20073,NA
"Gregory County, South Dakota",46053,NA
"Griggs County, North Dakota",38039,NA
"Guadalupe County, New Mexico",35019,NA
"Haakon County, South Dakota",46055,NA
"Haines Borough, Alaska",02100,NA
"Halifax County with South Boston City, Virginia",51083,NA
"Hall County, Texas",48191,NA
"Hamilton County, Indiana",18057,NA
"Hamilton County, Kansas",20075,NA
"Hampton City, Virginia",51650,NA
"Hancock County, Indiana",18059,NA
"Hand County, South Dakota",46059,NA
"Hanover County, Virginia",51085,NA
"Hansford County, Texas",48195,NA
"Hanson County, South Dakota",46061,NA
"Harding County, New Mexico",35021,NA
"Harding County, South Dakota",46063,NA
"Harmon County, Oklahoma",40057,NA
"Harper County, Kansas",20077,NA
"Harrison County, Indiana",18061,NA
"Harrisonburg City, Virginia",51660,NA
"Hartley County, Texas",48205,NA
"Harvey County, Kansas",20079,NA
"Haskell County, Kansas",20081,NA
"Hayes County, Nebraska",31085,NA
"Hemphill County, Texas",48211,NA
"Hendricks County, Indiana",18063,NA
"Hennepin County, Minnesota",27053,NA
"Henrico County, Virginia",51087,NA
"Henry County, Indiana",18065,NA
"Henry County, Virginia",51089,NA
"Hettinger County, North Dakota",38041,NA
"Highland County, Virginia",51091,NA
"Hinsdale County, Colorado",08053,NA
"Hitchcock County, Nebraska",31087,NA
"Hodgeman County, Kansas",20083,NA
"Hooker County, Nebraska",31091,NA
"Hoonah-Angoon Census Area, Alaska",02105,NA
"Hopewell City, Virginia",51670,NA
"Hot Springs County, Wyoming",56017,NA
"Houston County, Minnesota",27055,NA
"Howard County, Indiana",18067,NA
"Hubbard County, Minnesota",27057,NA
"Hudspeth County, Texas",48229,NA
"Humboldt County, Nevada",32013,NA
"Huntington County, Indiana",18069,NA
"Hyde County, South Dakota",46069,NA
"Irion County, Texas",48235,NA
"Isanti County, Minnesota",27059,NA
"Isle of Wight County, Virginia",51093,NA
"Issaquena County, Mississippi",28055,NA
"Itasca County, Minnesota",27061,NA
"Jackson County, Colorado",08057,NA
"Jackson County, Indiana",18071,NA
"Jackson County, Kansas",20085,NA
"Jackson County, Minnesota",27063,NA
"Jackson County, South Dakota",46071,NA
"James City County, Virginia",51095,NA
"Jasper County, Indiana",18073,NA
"Jay County, Indiana",18075,NA
"Jeff Davis County, Texas",48243,NA
"Jefferson County, Indiana",18077,NA
"Jefferson County, Kansas",20087,NA
"Jennings County, Indiana",18079,NA
"Jerauld County, South Dakota",46073,NA
"Jewell County, Kansas",20089,NA
"Jim Hogg County, Texas",48247,NA
"Johnson County, Indiana",18081,NA
"Johnson County, Kansas",20091,NA
"Jones County, South Dakota",46075,NA
"Judith Basin County, Montana",30045,NA
"Kalawao County, Hawaii",15005,NA
"Kanabec County, Minnesota",27065,NA
"Kandiyohi County, Minnesota",27067,NA
"Kearny County, Kansas",20093,NA
"Kenedy County, Texas",48261,NA
"Kent County, Texas",48263,NA
"Keweenaw County, Michigan",26083,NA
"Keya Paha County, Nebraska",31103,NA
"Kidder County, North Dakota",38043,NA
"Kimball County, Nebraska",31105,NA
"Kimble County, Texas",48267,NA
"King County, Texas",48269,NA
"King George County, Virginia",51099,NA
"King William County, Virginia",51101,NA
"King and Queen County, Virginia",51097,NA
"Kingman County, Kansas",20095,NA
"Kinney County, Texas",48271,NA
"Kiowa County, Colorado",08061,NA
"Kiowa County, Kansas",20097,NA
"Kit Carson County, Colorado",08063,NA
"Kittson County, Minnesota",27069,NA
"Knox County, Indiana",18083,NA
"Koochiching County, Minnesota",27071,NA
"Kosciusko County, Indiana",18085,NA
"Kusilvak/Wade Hampton Census Area, Alaska",02158,NA
"La Salle County, Texas",48283,NA
"LaGrange County, Indiana",18087,NA
"LaPorte County, Indiana",18091,NA
"Labette County, Kansas",20099,NA
"Lac qui Parle County, Minnesota",27073,NA
"Lake County, Colorado",08065,NA
"Lake County, Indiana",18089,NA
"Lake County, Minnesota",27075,NA
"Lake and Peninsula Borough, Alaska",02164,NA
"Lake of the Woods County, Minnesota",27077,NA
"Lancaster County, Virginia",51103,NA
"Lander County, Nevada",32015,NA
"Lane County, Kansas",20101,NA
"Lawrence County, Indiana",18093,NA
"Le Sueur County, Minnesota",27079,NA
"Leavenworth County, Kansas",20103,NA
"Lee County, Virginia",51105,NA
"Lexington City, Virginia",51678,NA
"Liberty County, Montana",30051,NA
"Lincoln County, Kansas",20105,NA
"Lincoln County, Minnesota",27081,NA
"Lincoln County, Nevada",32017,NA
"Linn County, Kansas",20107,NA
"Lipscomb County, Texas",48295,NA
"Logan County, Kansas",20109,NA
"Logan County, Nebraska",31113,NA
"Logan County, North Dakota",38047,NA
"Loudoun County, Virginia",51107,NA
"Louisa County, Virginia",51109,NA
"Loup County, Nebraska",31115,NA
"Loving County, Texas",48301,NA
"Lunenburg County, Virginia",51111,NA
"Lynchburg City, Virginia",51680,NA
"Lynn County, Texas",48305,NA
"Lyon County, Kansas",20111,NA
"Lyon County, Minnesota",27083,NA
"Lyon County, Nevada",32019,NA
"Madison County, Idaho",16065,NA
"Madison County, Indiana",18095,NA
"Madison County, Virginia",51113,NA
"Mahnomen County, Minnesota",27087,NA
"Manassas City, Virginia",51683,NA
"Manassas Park City, Virginia",51685,NA
"Marion County, Indiana",18097,NA
"Marion County, Kansas",20115,NA
"Marshall County, Indiana",18099,NA
"Marshall County, Kansas",20117,NA
"Marshall County, Minnesota",27089,NA
"Marshall County, South Dakota",46091,NA
"Martin County, Indiana",18101,NA
"Martin County, Minnesota",27091,NA
"Martin County, Texas",48317,NA
"Martinsville City, Virginia",51690,NA
"Mason County, Texas",48319,NA
"Mathews County, Virginia",51115,NA
"McCone County, Montana",30055,NA
"McIntosh County, North Dakota",38051,NA
"McLeod County, Minnesota",27085,NA
"McMullen County, Texas",48311,NA
"McPherson County, Kansas",20113,NA
"McPherson County, Nebraska",31117,NA
"McPherson County, South Dakota",46089,NA
"Meade County, Kansas",20119,NA
"Meagher County, Montana",30059,NA
"Mecklenburg County, Virginia",51117,NA
"Meeker County, Minnesota",27093,NA
"Mellette County, South Dakota",46095,NA
"Menard County, Texas",48327,NA
"Miami County, Indiana",18103,NA
"Miami County, Kansas",20121,NA
"Middlesex County, Virginia",51119,NA
"Mille Lacs County, Minnesota",27095,NA
"Miner County, South Dakota",46097,NA
"Mineral County, Colorado",08079,NA
"Mineral County, Nevada",32021,NA
"Mitchell County, Kansas",20123,NA
"Mono County, California",06051,NA
"Monroe County, Indiana",18105,NA
"Montgomery County, Indiana",18107,NA
"Montgomery County, Kansas",20125,NA
"Montgomery County, Virginia",51121,NA
"Mora County, New Mexico",35033,NA
"Morgan County, Indiana",18109,NA
"Morgan County, Utah",49029,NA
"Morrill County, Nebraska",31123,NA
"Morris County, Kansas",20127,NA
"Morrison County, Minnesota",27097,NA
"Morton County, Kansas",20129,NA
"Motley County, Texas",48345,NA
"Mower County, Minnesota",27099,NA
"Murray County, Minnesota",27101,NA
"Nelson County, Virginia",51125,NA
"Nemaha County, Kansas",20131,NA
"Neosho County, Kansas",20133,NA
"Ness County, Kansas",20135,NA
"New Kent County, Virginia",51127,NA
"Newport News City, Virginia",51700,NA
"Newton County, Indiana",18111,NA
"Nicollet County, Minnesota",27103,NA
"Niobrara County, Wyoming",56027,NA
"Noble County, Indiana",18113,NA
"Nobles County, Minnesota",27105,NA
"Norfolk City, Virginia",51710,NA
"Norman County, Minnesota",27107,NA
"Northampton County, Virginia",51131,NA
"Northumberland County, Virginia",51133,NA
